,hotel,arrival_date_month,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,deposit_type,customer_type,reservation_status,reservation_status_date
83392,0,4,0,136,6,3,0,0,0,2,1,335
83393,0,4,3,57,6,3,0,0,0,2,1,335
83394,0,4,0,136,3,1,0,0,0,3,1,335
83396,0,4,0,136,6,3,0,0,0,2,1,335
83397,0,4,0,136,6,3,0,0,0,2,1,335
83398,0,4,0,136,3,1,0,3,0,2,1,335
83399,0,4,0,114,3,1,0,0,0,3,1,335
83400,0,4,0,60,5,3,0,3,0,2,1,335
83401,0,4,0,136,3,1,0,0,0,3,1,335
83402,0,4,0,136,3,1,3,3,0,2,1,335
83403,0,4,0,136,1,1,3,4,0,2,1,335
83404,0,4,0,44,3,1,0,0,0,2,1,335
83405,0,4,2,57,6,3,0,0,0,2,1,335
83406,0,4,3,136,6,3,0,0,0,2,1,335
83407,0,4,0,114,3,1,0,0,0,3,1,335
83408,0,4,0,26,6,3,0,0,0,3,1,335
83409,0,4,0,136,5,3,3,3,0,2,1,335
83410,0,4,0,60,6,3,3,3,0,2,1,335
83411,0,4,0,88,6,3,1,1,0,3,1,335
83412,0,4,0,136,3,1,6,6,0,2,1,335
83415,0,4,2,52,6,3,0,3,0,2,1,335
83416,0,4,0,136,6,3,1,1,0,3,1,336
83417,0,4,0,92,6,3,1,1,0,3,1,336
83418,0,4,2,51,6,3,0,3,0,2,1,336
83419,0,4,3,57,6,3,0,0,0,2,1,336
83420,0,4,0,155,6,3,0,0,0,2,1,336
83421,0,4,0,26,6,3,3,3,0,2,1,336
83422,0,4,3,136,3,1,0,0,0,2,1,336
83423,0,4,0,82,6,3,0,3,0,3,1,336
83424,0,4,0,82,6,3,3,0,0,3,1,336
83425,0,4,0,82,3,1,3,3,0,2,1,336
83426,0,4,0,82,3,1,3,3,0,2,1,336
83427,0,4,0,26,6,3,0,0,0,2,1,336
83428,0,4,0,108,6,3,3,3,0,2,1,336
83429,0,4,0,57,6,3,0,0,0,2,1,336
83430,0,4,0,82,6,3,3,3,0,2,1,336
83431,0,4,0,52,6,3,0,0,0,2,1,336
83432,0,4,0,57,5,3,0,0,0,2,1,336
83433,0,4,0,35,6,3,0,0,0,2,1,336
83434,0,4,0,52,3,1,0,0,0,2,1,336
83435,0,4,0,136,3,1,0,0,0,2,1,336
83436,0,4,0,136,5,3,5,5,0,2,1,336
83437,0,3,3,82,6,3,0,0,0,2,1,337
83438,0,4,0,136,5,3,0,0,0,2,1,337
83439,0,4,0,57,2,0,0,0,0,2,1,337
83440,0,3,0,136,6,3,0,0,0,2,1,337
83441,0,6,0,136,2,0,0,0,0,2,1,473
83442,0,3,0,52,6,3,3,3,0,2,1,337
83443,0,4,0,136,2,0,0,0,0,2,1,337
83444,0,4,0,124,5,3,0,0,0,2,1,337
83445,0,3,0,92,6,3,6,6,0,2,1,337
83446,0,4,0,57,5,3,0,3,0,2,1,337
83447,0,4,3,82,6,3,0,0,0,2,1,337
83448,0,4,0,60,6,3,0,0,0,2,1,337
83449,0,4,0,44,6,3,0,3,0,2,1,337
83450,0,4,0,136,6,3,0,0,0,2,1,337
83451,0,4,0,82,6,3,0,0,0,2,1,337
83452,0,3,0,60,6,3,0,0,0,2,1,338
83453,0,3,3,82,6,3,0,3,0,2,1,338
83454,0,4,0,57,5,3,0,3,0,2,1,338
83455,0,3,0,100,6,3,0,0,0,2,1,338
83456,0,3,0,57,6,3,0,0,0,2,1,338
83457,0,4,0,57,5,3,0,3,0,2,1,338
83458,0,3,3,57,3,1,0,0,0,2,1,338
83459,0,3,0,136,6,3,0,3,0,2,1,338
83460,0,3,0,57,3,1,0,0,0,2,1,338
83462,0,4,0,44,5,3,3,3,0,2,1,338
83463,0,4,0,136,6,3,0,0,0,2,1,338
83464,0,4,0,44,3,1,0,0,0,2,1,338
83465,0,3,0,52,2,0,0,0,0,2,1,338
83466,0,3,0,136,5,3,3,3,0,2,1,339
83467,0,3,3,170,6,3,0,0,0,2,1,339
83468,0,3,0,136,5,3,0,0,0,2,1,339
83469,0,4,0,57,6,3,0,0,0,2,1,339
83470,0,3,0,60,6,3,0,0,0,2,1,339
83471,0,3,0,57,6,3,0,0,0,2,1,339
83472,0,3,0,136,2,0,0,0,0,2,1,339
83473,0,3,0,136,2,0,0,0,0,3,1,361
83474,0,7,0,136,2,0,0,3,0,2,1,381
83475,0,0,0,136,2,0,0,0,0,2,1,397
83476,0,8,0,136,2,0,0,0,0,3,1,437
83477,0,3,0,136,2,0,0,0,0,2,1,339
83478,0,7,0,136,2,0,0,0,0,3,1,367
83479,0,3,0,125,6,3,3,3,0,2,1,339
83480,0,3,0,136,1,1,0,0,0,2,1,339
83481,0,3,0,136,6,3,0,0,0,2,1,339
83482,0,3,0,60,6,3,0,3,0,2,1,339
83483,0,3,3,60,6,3,0,0,0,2,1,339
83484,0,4,0,44,5,3,0,0,0,2,1,339
83485,0,3,0,52,3,1,0,0,0,2,1,339
83486,0,3,0,52,3,1,0,0,0,2,2,353
83487,0,3,0,52,3,1,0,0,0,2,2,360
83488,0,4,0,57,6,3,3,3,0,2,1,339
83489,0,3,0,57,5,3,0,3,0,2,1,340
83490,0,3,0,57,3,1,0,0,0,2,1,340
83491,0,3,0,57,4,1,0,0,0,2,1,340
83492,0,3,0,136,3,1,5,5,0,2,1,340
83493,0,3,0,82,6,3,0,0,0,2,1,340
83494,0,3,0,32,6,3,0,3,0,2,1,340
83495,0,3,0,136,6,3,0,0,0,2,1,340
83496,0,3,0,170,6,3,0,3,0,2,1,340
83497,0,3,0,52,5,3,0,0,0,2,1,340
83498,0,3,0,57,5,3,0,0,0,2,1,340
83499,0,3,0,57,5,3,0,0,0,2,1,340
83500,0,3,0,136,3,1,3,3,0,2,1,340
83501,0,3,0,57,6,3,0,0,0,2,1,340
83502,0,3,0,30,6,3,0,0,0,2,1,340
83503,0,3,0,136,5,3,0,0,0,2,1,340
83504,0,3,0,136,3,1,1,1,0,3,1,340
83505,0,3,0,136,3,1,1,1,0,3,1,340
83506,0,3,0,136,1,1,3,3,0,2,1,340
83507,0,3,0,136,2,0,0,0,0,3,1,340
83508,0,3,0,136,3,1,0,0,0,2,1,341
83509,0,3,0,136,2,0,0,0,0,3,1,341
83510,0,3,0,136,2,0,0,0,0,3,1,341
83511,0,3,0,44,6,3,0,0,0,2,1,341
83512,0,3,3,32,6,3,0,0,0,2,1,341
83513,0,3,0,136,2,0,0,0,0,3,1,341
83514,0,3,0,136,3,1,0,0,0,2,1,341
83515,0,3,0,136,2,0,0,0,0,3,1,341
83516,0,3,0,44,6,3,3,3,0,2,1,341
83517,0,3,0,136,2,0,0,0,0,3,1,341
83518,0,3,0,136,6,3,3,3,0,2,1,341
83519,0,9,0,136,5,3,0,0,0,2,1,633
83522,0,3,3,57,6,3,0,0,0,2,1,341
83523,0,3,3,136,6,3,0,0,0,2,1,341
83524,0,3,0,44,6,3,0,3,0,2,1,341
83525,0,4,0,44,5,3,0,0,0,2,1,341
83526,0,4,0,163,5,3,3,4,0,2,1,341
83527,0,3,0,136,2,0,0,0,0,3,1,341
83528,0,3,3,136,3,1,0,0,0,2,1,341
83529,0,3,0,136,3,1,0,0,0,2,1,341
83530,0,3,0,162,5,3,4,5,0,2,1,342
83531,0,3,0,26,6,3,3,3,0,2,1,342
83532,0,3,3,57,3,1,0,0,0,2,1,342
83533,0,3,0,92,2,0,4,5,0,3,1,342
83534,0,3,0,55,2,0,4,4,0,3,1,342
83535,0,3,0,30,2,0,4,4,0,3,1,342
83536,0,3,0,32,2,0,4,4,0,2,1,342
83537,0,3,0,136,2,0,6,6,0,3,1,342
83538,0,3,0,136,6,3,0,0,0,2,1,342
83539,0,3,0,57,5,3,0,3,0,2,1,342
83540,0,3,0,136,5,3,0,0,0,2,1,342
83541,0,3,0,32,6,3,0,0,0,2,1,342
83542,0,3,0,73,6,3,3,3,0,2,1,342
83543,0,3,0,82,6,3,0,3,0,2,1,342
83544,0,3,0,57,2,0,4,4,0,3,1,342
83545,0,3,0,30,6,3,3,3,0,2,1,342
83546,0,3,0,44,6,3,0,0,0,2,1,342
83547,0,3,0,57,6,3,0,0,0,2,1,342
83548,0,3,0,44,6,3,0,0,0,2,1,342
83549,0,3,0,136,3,1,3,3,0,2,1,342
83550,0,7,3,136,3,1,0,0,0,1,1,391
83551,0,3,0,136,6,3,3,3,0,2,1,342
83552,0,3,3,52,6,3,0,0,0,3,1,342
83553,0,3,0,47,2,0,4,4,0,3,1,342
83554,0,3,0,57,2,0,4,4,0,3,1,342
83555,0,3,0,67,2,0,6,6,0,3,1,342
83556,0,3,3,136,6,3,0,0,0,2,1,342
83557,0,3,0,57,2,0,4,5,0,3,1,342
83558,0,3,3,136,6,3,0,0,0,2,1,342
83559,0,3,0,26,2,0,4,4,0,3,1,342
83560,0,3,2,52,6,3,0,3,0,2,1,342
83561,0,3,0,134,3,1,3,3,0,2,1,342
83562,0,3,3,82,6,3,0,0,0,3,1,342
83563,0,3,3,141,6,3,0,0,0,2,1,342
83564,0,3,0,26,6,3,0,0,0,2,2,341
83565,0,3,3,44,6,3,0,0,0,2,1,342
83566,0,3,0,52,6,3,0,0,0,2,1,342
83567,0,3,0,136,6,3,0,0,0,2,1,342
83568,0,3,3,60,6,3,0,0,0,2,1,342
83569,0,3,0,30,6,3,0,0,0,2,1,342
83570,0,3,0,57,6,3,0,0,0,2,1,342
83571,0,3,0,125,2,0,4,5,0,3,1,342
83572,0,3,0,57,6,3,0,0,0,2,1,342
83573,0,3,3,8,6,3,0,0,0,2,1,342
83575,0,3,0,136,6,3,0,0,0,2,1,342
83576,0,3,0,136,6,3,0,0,0,2,1,342
83577,0,3,0,60,5,3,3,3,0,1,1,342
83578,0,3,0,82,6,3,3,3,0,2,1,342
83579,0,3,0,136,6,3,0,0,0,2,1,342
83580,0,3,0,26,2,0,6,6,0,3,1,342
83581,0,3,0,81,3,1,0,0,0,2,1,343
83582,0,3,0,136,6,3,3,3,0,2,1,343
83583,0,3,0,124,6,3,0,0,0,2,1,343
83584,0,3,0,170,2,0,6,6,0,3,1,343
83585,0,3,3,57,3,1,0,0,0,2,1,343
83586,0,3,3,57,6,3,0,0,0,2,1,343
83587,0,3,0,16,6,3,0,0,0,2,1,343
83588,0,3,0,57,5,3,0,3,0,2,1,343
83589,0,3,0,57,5,3,0,0,0,2,1,343
83590,0,3,0,57,5,3,0,3,0,2,1,343
83591,0,3,0,136,5,3,0,3,0,2,1,343
83592,0,3,0,32,6,3,3,3,0,2,1,343
83593,0,3,0,44,6,3,0,0,0,2,1,343
83594,0,3,3,136,6,3,0,0,0,2,1,343
83595,0,3,0,57,3,1,0,0,0,2,1,343
83597,0,3,0,52,6,3,0,0,0,2,1,343
83598,0,3,0,44,5,3,0,0,0,2,1,343
83599,0,3,0,13,2,0,4,5,0,3,1,343
83600,0,3,0,72,6,3,0,0,0,2,1,343
83601,0,3,0,67,6,3,0,0,0,2,1,343
83602,0,3,0,104,6,3,0,0,0,2,1,343
83603,0,3,0,155,6,3,3,3,0,2,1,343
83604,0,3,0,52,6,3,0,0,0,2,1,343
83605,0,3,0,134,2,0,4,4,0,3,1,343
83606,0,3,0,124,5,3,0,0,0,2,1,343
83607,0,3,0,136,3,1,0,0,0,2,1,343
83608,0,3,2,136,3,1,0,0,0,2,1,343
83609,0,3,0,136,3,1,0,3,0,2,1,343
83610,0,3,0,136,3,1,3,3,0,2,1,343
83611,0,3,0,57,6,3,3,3,0,2,1,344
83612,0,3,2,82,6,3,0,0,0,3,1,344
83613,0,3,2,136,6,3,0,0,0,3,1,344
83615,0,3,0,60,6,3,0,0,0,2,1,344
83616,0,3,3,60,6,3,0,0,0,2,1,344
83617,0,3,0,44,6,3,0,3,0,2,1,344
83618,0,3,0,44,5,3,0,0,0,2,1,344
83619,0,3,0,52,6,3,3,3,0,2,1,344
83620,0,3,0,136,3,1,0,0,0,2,1,344
83621,0,3,0,32,6,3,0,3,0,2,1,344
83622,0,3,0,52,6,3,0,0,0,2,1,344
83623,0,3,0,136,3,1,0,0,0,2,1,344
83624,0,3,0,52,6,3,3,3,0,2,1,344
83625,0,3,0,44,6,3,0,0,0,3,1,344
83626,0,3,0,82,6,3,0,3,0,2,1,344
83627,0,3,0,136,3,1,6,6,0,2,1,344
83628,0,3,3,26,6,3,0,0,0,2,1,344
83629,0,3,2,52,3,1,5,5,0,2,1,344
83630,0,3,0,82,3,1,3,3,0,2,1,344
83631,0,3,0,82,5,3,0,3,0,2,1,344
83633,0,3,2,136,6,3,5,5,0,2,1,344
83634,0,3,0,30,6,3,3,3,0,2,1,344
83635,0,3,0,35,6,3,0,0,0,2,1,344
83636,0,3,0,124,6,3,1,1,0,3,1,344
83637,0,3,0,136,6,3,1,1,0,3,1,344
83638,0,3,0,16,6,3,0,0,0,3,1,344
83639,0,3,0,35,6,3,0,0,0,2,1,344
83640,0,3,0,136,3,1,5,5,0,2,1,344
83641,0,3,0,136,3,1,5,5,0,2,1,344
83642,0,3,0,44,6,3,0,0,0,3,1,344
83643,0,3,0,26,6,3,0,0,0,2,1,344
83644,0,3,0,136,3,1,3,3,0,2,1,344
83645,0,3,0,26,5,3,0,0,0,2,1,345
83646,0,3,0,57,5,3,3,3,0,2,1,345
83647,0,3,0,57,5,3,3,3,0,2,1,345
83649,0,3,0,136,6,3,3,3,0,2,1,345
83650,0,3,0,44,6,3,0,0,0,2,1,345
83651,0,3,0,60,5,3,0,0,0,2,1,345
83652,0,3,0,26,3,1,3,3,0,2,1,345
83653,0,3,0,57,3,1,0,0,0,2,1,345
83654,0,3,0,57,3,1,0,0,0,2,1,345
83655,0,3,0,57,5,3,3,3,0,1,1,345
83656,0,3,0,30,6,3,0,0,0,2,1,345
83657,0,3,0,30,6,3,0,0,0,2,1,345
83658,0,3,0,99,6,3,0,0,0,2,1,345
83659,0,3,0,101,6,3,0,0,0,3,2,344
83660,0,3,0,101,6,3,0,0,0,3,2,344
83661,0,3,3,136,6,3,0,0,0,2,1,345
83662,0,3,0,32,5,3,0,3,0,2,1,345
83663,0,3,3,118,6,3,0,0,0,2,1,345
83664,0,3,0,57,3,1,0,0,0,2,1,345
83665,0,3,0,52,6,3,3,3,0,2,1,345
83666,0,3,0,52,6,3,3,3,0,2,1,345
83667,0,3,3,82,3,1,0,0,0,2,1,345
83668,0,3,0,57,5,3,0,0,0,2,1,345
83669,0,3,0,82,3,1,3,3,0,3,1,345
83670,0,3,0,57,6,3,0,0,0,2,1,345
83671,0,3,0,30,5,3,3,3,0,1,1,345
83672,0,3,3,57,6,3,0,0,0,2,1,345
83673,0,3,0,13,4,3,0,0,0,3,1,345
83674,0,3,0,13,4,3,0,3,0,3,1,345
83680,0,3,2,136,3,1,0,0,0,2,1,345
83681,0,3,0,136,3,1,0,0,0,2,1,345
83682,0,11,0,136,3,1,3,0,0,2,1,577
83683,0,3,3,82,6,3,0,0,0,2,1,345
83688,0,3,0,13,4,3,0,1,0,3,1,345
83689,0,3,0,44,6,3,3,3,0,2,1,345
83695,0,3,0,51,3,1,0,0,0,2,1,345
83696,0,3,0,13,4,3,0,3,0,3,1,345
83697,0,3,0,13,4,3,0,3,0,3,1,345
83702,0,3,0,136,4,3,0,0,0,3,1,345
83708,0,3,0,13,4,3,0,3,0,3,1,345
83709,0,3,0,44,4,3,0,3,0,3,1,345
83716,0,3,0,13,4,3,0,1,0,3,1,345
83718,0,3,0,136,6,3,0,9,0,3,1,345
83719,0,3,0,30,6,3,0,0,0,2,1,345
83720,0,3,0,57,6,3,0,0,0,2,1,345
83721,0,3,0,136,3,1,0,0,0,2,1,345
83722,0,3,0,136,6,3,0,0,0,2,1,345
83723,0,3,0,60,6,3,0,3,0,2,1,345
83726,0,3,0,136,3,1,0,0,0,2,1,345
83727,0,3,0,82,3,1,4,5,0,3,1,345
83728,0,3,0,57,6,3,0,0,0,2,1,346
83729,0,3,3,136,6,3,0,3,0,2,1,346
83730,0,3,0,44,5,3,3,4,0,2,1,346
83731,0,3,0,57,6,3,0,0,0,2,1,346
83732,0,3,3,60,5,3,0,0,0,2,1,346
83733,0,3,0,57,5,3,0,3,0,2,1,346
83734,0,3,0,44,6,3,3,3,0,2,1,346
83735,0,3,0,167,6,3,0,0,0,2,1,346
83736,0,3,3,170,6,3,0,0,0,2,1,346
83737,0,3,0,136,6,3,0,0,0,2,1,346
83738,0,3,0,136,6,3,0,0,0,2,1,346
83739,0,3,0,16,3,1,0,0,0,2,1,346
83740,0,3,2,16,5,3,0,4,0,2,1,346
83741,0,3,0,16,3,1,1,1,0,2,1,346
83742,0,3,0,16,3,1,1,1,0,2,1,346
83745,0,3,0,57,6,3,0,0,0,2,1,346
83746,0,3,0,136,6,3,0,0,0,2,1,346
83747,0,3,0,57,5,3,0,3,0,2,1,346
83748,0,3,0,52,6,3,3,0,0,2,1,346
83749,0,3,0,134,6,3,0,0,0,2,1,346
83750,0,3,0,136,3,1,0,0,0,2,1,346
83751,0,3,0,124,6,3,0,0,0,2,1,346
83752,0,3,0,136,3,1,3,3,0,2,1,346
83753,0,3,0,136,2,0,0,0,0,3,1,346
83754,0,8,0,136,2,0,0,0,0,2,1,450
83755,0,3,0,72,3,1,0,0,0,2,1,346
83756,0,3,0,136,6,3,0,0,0,2,1,346
83757,0,3,0,136,2,0,0,0,1,3,1,346
83758,0,3,0,2,6,3,3,3,0,2,1,346
83759,0,3,0,162,6,3,0,0,0,2,1,347
83760,0,3,0,52,3,1,0,0,0,2,1,347
83761,0,3,0,57,5,3,0,0,0,2,1,347
83762,0,3,3,136,6,3,0,0,0,2,1,347
83763,0,3,0,136,6,3,0,0,0,2,1,347
83764,0,3,3,124,6,3,0,3,0,2,1,347
83765,0,3,0,57,3,1,4,4,0,2,1,347
83766,0,3,0,82,6,3,0,0,0,2,1,347
83767,0,3,0,86,6,3,3,4,0,2,1,347
83768,0,3,0,124,6,3,0,0,0,2,1,347
83769,0,3,0,124,6,3,0,0,0,2,1,347
83771,0,3,0,170,3,1,0,0,0,2,1,347
83772,0,3,0,44,5,3,0,0,0,2,1,347
83773,0,3,0,124,5,3,0,0,0,2,1,347
83775,0,3,0,60,3,1,0,3,0,2,1,347
83777,0,3,0,16,6,3,3,3,0,2,1,347
83778,0,3,2,136,5,3,0,0,0,2,1,347
83779,0,3,3,52,6,3,0,0,0,2,1,347
83780,0,3,0,136,3,1,0,0,0,2,1,347
83781,0,3,0,57,6,3,3,6,0,2,1,347
83782,0,3,0,60,6,3,0,0,0,2,1,347
83783,0,3,0,16,6,3,0,0,0,2,1,347
83784,0,3,0,57,6,3,0,0,0,2,1,347
83785,0,3,3,26,6,3,0,0,0,2,1,347
83786,0,3,0,136,2,0,0,0,0,3,1,347
83787,0,3,0,32,6,3,3,3,0,2,1,348
83788,0,3,0,124,6,3,0,0,0,2,1,348
83789,0,3,0,57,6,3,0,0,0,2,1,348
83790,0,3,0,57,5,3,0,3,0,2,1,348
83791,0,3,0,82,6,3,0,0,0,2,1,348
83792,0,3,0,136,1,1,0,0,0,2,1,348
83793,0,3,0,16,5,3,0,3,0,2,1,348
83794,0,3,0,16,5,3,0,3,0,2,1,348
83795,0,3,0,175,6,3,0,0,0,2,1,348
83796,0,3,0,32,6,3,0,0,0,3,1,348
83797,0,3,0,57,6,3,3,3,0,2,1,348
83798,0,3,0,32,6,3,0,0,0,3,1,348
83799,0,3,0,136,6,3,0,1,0,3,1,348
83801,0,3,3,26,3,1,0,0,0,2,1,348
83802,0,3,0,57,6,3,0,0,0,2,1,348
83803,0,3,0,57,6,3,5,5,0,2,1,348
83804,0,3,0,32,6,3,3,3,0,2,1,348
83805,0,3,0,57,5,3,0,3,0,2,1,348
83806,0,3,0,124,6,3,0,0,0,2,1,348
83807,0,3,3,136,6,3,0,0,0,2,1,348
83808,0,3,0,136,5,3,0,3,0,2,1,348
83809,0,3,0,136,3,1,0,0,0,2,1,348
83810,0,3,0,52,3,1,0,3,0,2,1,348
83811,0,3,3,136,6,3,0,0,0,2,1,348
83812,0,3,0,26,6,3,5,5,0,2,1,348
83813,0,3,3,136,6,3,0,0,0,2,1,348
83814,0,3,0,57,6,3,0,0,0,2,1,349
83815,0,3,0,82,2,0,0,0,0,3,1,349
83816,0,3,0,82,2,0,0,0,0,3,1,349
83817,0,3,0,44,5,3,3,3,0,2,1,349
83818,0,3,0,26,6,3,0,0,0,2,1,349
83819,0,3,0,57,6,3,0,3,0,2,1,349
83820,0,3,3,57,6,3,0,0,0,2,1,349
83821,0,3,0,52,6,3,0,3,0,2,1,349
83822,0,3,0,77,6,3,0,0,0,2,1,349
83823,0,3,0,2,3,1,4,4,0,2,1,349
83824,0,9,0,2,6,1,0,0,0,2,1,622
83827,0,3,0,60,5,3,3,3,0,2,1,349
83828,0,3,0,57,6,3,0,3,0,2,1,349
83829,0,3,0,124,6,3,5,5,0,2,1,349
83830,0,3,3,52,6,3,0,0,0,2,1,349
83831,0,3,3,52,6,3,0,0,0,3,1,349
83832,0,3,3,136,6,3,0,0,0,2,1,349
83833,0,3,3,57,6,3,0,0,0,3,1,349
83835,0,3,3,16,6,3,0,0,0,2,1,349
83836,0,3,0,57,5,3,0,0,0,2,1,349
83837,0,3,0,44,6,3,3,3,0,2,1,349
83838,0,3,2,57,5,3,0,1,0,3,1,349
83839,0,3,2,57,5,3,0,1,0,3,1,349
83840,0,3,0,57,5,3,0,3,0,2,1,349
83841,0,3,0,44,5,3,0,0,0,2,1,349
83842,0,3,0,82,6,3,0,0,0,2,1,349
83843,0,3,0,55,3,1,0,0,0,2,1,349
83844,0,3,0,136,3,1,3,3,0,2,1,349
83845,0,3,0,136,3,1,4,4,0,2,1,349
83846,0,3,0,52,6,3,3,3,0,2,1,349
83847,0,3,0,26,6,3,0,0,0,2,1,349
83848,0,3,2,136,3,1,3,3,0,2,1,349
83849,0,3,3,136,6,3,0,0,0,3,1,349
83850,0,3,3,136,6,3,0,0,0,3,1,349
83851,0,3,0,136,3,1,3,3,0,2,1,349
83852,0,3,0,57,5,3,0,3,0,2,1,349
83853,0,3,0,57,6,3,0,0,0,2,1,349
83854,0,3,0,136,6,3,0,0,0,2,1,349
83855,0,3,0,136,6,3,0,0,0,2,1,349
83856,0,3,0,134,6,3,0,0,0,2,1,349
83857,0,3,0,52,6,3,3,3,0,2,1,349
83858,0,3,0,57,6,3,3,3,0,2,1,349
83859,0,3,3,16,6,3,0,0,0,2,1,349
83860,0,3,3,52,6,3,0,0,0,2,1,349
83861,0,3,0,136,3,1,3,3,0,2,1,349
83862,0,3,3,136,6,3,0,0,0,2,1,349
83863,0,3,0,136,3,1,3,3,0,2,1,349
83864,0,3,0,52,5,3,0,0,0,2,1,349
83865,0,3,3,52,6,3,0,0,0,2,1,349
83866,0,3,0,57,6,3,0,0,0,2,1,349
83867,0,3,0,57,3,1,0,0,0,3,1,349
83868,0,3,0,136,3,1,0,0,0,3,1,349
83869,0,3,3,44,6,3,0,0,0,2,1,349
83870,0,3,3,136,6,3,0,0,0,2,1,349
83871,0,3,0,118,3,1,3,3,0,2,1,349
83872,0,3,0,136,6,3,3,4,0,2,1,349
83873,0,3,3,136,6,3,0,0,0,2,1,349
83874,0,3,0,52,6,3,0,0,0,2,1,349
83875,0,3,3,136,6,3,0,0,0,2,1,349
83876,0,3,3,136,6,3,0,0,0,2,1,349
83877,0,3,0,16,6,3,0,0,0,2,1,349
83878,0,3,0,136,3,1,4,4,0,2,1,349
83879,0,3,0,136,6,3,0,0,0,2,1,349
83880,0,3,0,136,6,3,3,3,0,2,1,349
83881,0,3,3,136,6,3,0,0,0,2,1,349
83882,0,3,0,136,6,3,0,0,0,2,1,349
83883,0,3,3,136,6,3,0,0,0,2,1,349
83884,0,3,0,136,3,1,3,3,0,2,1,349
83885,0,3,0,57,6,3,3,3,0,2,1,349
83886,0,3,0,57,6,3,0,0,0,2,1,349
83887,0,3,3,16,6,3,0,0,0,2,1,349
83888,0,3,3,52,6,3,0,0,0,3,1,349
83889,0,3,3,136,6,3,0,0,0,2,1,349
83890,0,3,0,30,6,3,0,0,0,2,1,349
83891,0,3,3,124,6,3,0,0,0,2,1,349
83892,0,3,0,136,5,3,3,3,0,2,1,349
83893,0,3,0,136,6,3,3,3,0,2,1,349
83894,0,3,0,136,3,1,3,3,0,2,1,349
83895,0,3,0,136,3,1,3,3,0,2,1,349
83896,0,3,0,136,3,1,0,0,0,2,1,349
83897,0,3,0,136,3,1,0,3,0,2,1,349
83898,0,3,0,136,3,1,3,3,0,2,1,349
83899,0,3,0,136,3,1,3,3,0,2,1,349
83900,0,3,0,136,3,1,3,3,0,2,1,349
83901,0,3,0,136,5,3,0,3,0,2,1,350
83902,0,3,0,36,6,3,1,1,0,2,1,350
83903,0,3,0,36,6,3,1,1,0,2,1,350
83904,0,3,3,60,6,3,0,0,0,3,1,350
83905,0,3,3,60,6,3,0,0,0,3,1,350
83906,0,3,0,57,3,1,3,0,0,2,1,350
83907,0,3,0,57,5,3,0,3,0,2,1,350
83908,0,3,3,136,5,3,0,3,0,2,1,350
83909,0,3,3,32,6,3,0,0,0,2,1,350
83910,0,3,0,26,3,1,5,5,0,2,1,350
83911,0,3,0,26,6,1,5,5,0,2,1,350
83912,0,3,0,86,6,3,0,0,0,2,1,350
83913,0,3,2,52,5,3,0,0,0,2,1,350
83914,0,3,0,136,6,3,0,0,0,2,1,350
83915,0,3,0,124,3,1,3,3,0,2,1,350
83916,0,3,0,140,5,3,0,3,0,2,1,350
83917,0,3,3,16,6,3,0,0,0,2,1,350
83918,0,3,0,44,5,3,3,3,0,2,1,350
83919,0,3,3,57,6,3,0,0,0,2,1,350
83920,0,3,0,136,6,3,0,0,0,2,1,350
83921,0,3,0,57,6,3,3,3,0,2,1,350
83922,0,3,0,57,6,3,0,0,0,2,1,350
83923,0,3,0,57,5,3,0,3,0,2,1,350
83924,0,3,0,136,3,1,0,0,0,2,1,350
83925,0,3,0,52,5,3,0,0,0,2,1,350
83926,0,3,0,136,6,3,0,0,0,2,1,350
83927,0,3,0,124,6,3,3,3,0,2,1,350
83928,0,3,0,136,5,3,3,3,0,2,1,350
83929,0,3,0,136,6,3,0,0,0,2,1,350
83930,0,3,0,60,6,3,0,0,0,2,1,350
83931,0,3,0,44,6,3,0,0,0,2,1,350
83932,0,3,3,30,6,3,0,0,0,0,1,350
83933,0,3,2,60,6,3,3,3,0,2,1,350
83934,0,3,0,52,6,3,0,0,0,2,1,350
83935,0,3,0,134,6,3,0,0,0,2,1,350
83936,0,3,3,155,6,3,0,0,0,2,1,350
83937,0,3,0,162,6,3,0,0,0,2,1,350
83938,0,3,0,170,5,3,0,0,0,2,1,350
83939,0,3,0,32,6,3,3,3,0,2,1,350
83940,0,3,0,136,6,3,0,0,0,2,1,350
83941,0,3,3,170,6,3,0,0,0,2,1,350
83942,0,3,3,30,6,3,0,0,0,2,1,350
83943,0,3,0,82,6,3,3,3,0,2,1,350
83944,0,7,0,82,6,3,3,3,0,2,1,377
83945,0,3,0,136,6,3,0,0,0,2,1,350
83946,0,3,0,57,5,3,0,0,0,2,1,351
83947,0,3,0,57,5,3,0,3,0,2,1,351
83948,0,3,2,60,6,3,3,4,0,2,1,351
83949,0,3,0,136,6,3,0,0,0,2,1,351
83950,0,3,0,136,2,0,0,0,0,2,1,351
83951,0,3,0,44,5,3,0,0,0,2,1,351
83952,0,3,3,57,6,3,0,0,0,2,1,351
83953,0,3,3,124,6,3,0,0,0,2,1,351
83954,0,3,3,44,6,3,0,0,0,2,1,351
83955,0,3,3,101,6,3,0,0,0,2,1,351
83956,0,3,0,57,6,3,0,0,0,2,1,351
83957,0,3,3,47,6,3,0,0,0,2,1,351
83958,0,3,3,2,6,3,0,0,0,2,1,351
